,^GSPC
1997-08-25,-0.0036665496110457503
1997-08-26,-0.007789731227795383
1997-08-27,0.0007444958125768907
1997-08-28,-0.011038072776654055
1997-08-29,-0.00465856218692821
1997-09-02,0.030773394154381087
1997-09-03,0.00030178099369972675
1997-09-04,0.0032387839314300805
1997-09-05,-0.0019570819410009927
1997-09-08,0.0023115445465970086
1997-09-09,0.0025954078775401036
1997-09-10,-0.01575070008426696
1997-09-11,-0.007032057721623179
1997-09-12,0.012327895075400195
1997-09-15,-0.004490975210343954
1997-09-16,0.027738302409293227
1997-09-17,-0.002795679798640571
1997-09-18,0.00453897067907694
1997-09-19,0.003393439613233641
1997-09-22,0.005162800331761962
1997-09-23,-0.003669998275421972
1997-09-24,-0.007857004169097513
1997-09-25,-0.006980523870772565
1997-09-26,0.007763706694839941
1997-09-29,0.008553962661127588
1997-09-30,-0.006376885348138799
1997-10-01,0.00854578866235572
1997-10-02,0.005271819629659476
1997-10-03,0.00474686005509299
1997-10-06,0.007906212373252064
1997-10-07,0.01066575133926542
1997-10-08,-0.009484136331471821
1997-10-09,-0.0033120091391746556
1997-10-10,-0.0037572450211001843
1997-10-13,0.0011575699895461488
1997-10-14,0.00224935732377628
1997-10-15,-0.004710813044136259
1997-10-16,-0.010900820460122425
1997-10-17,-0.011677471461919935
1997-10-20,0.012054249832476506
1997-10-21,0.017293994255633216
1997-10-22,-0.0039057114880302404
1997-10-23,-0.018550108152736205
1997-10-24,-0.009564987828747222
1997-10-27,-0.07112747282045266
1997-10-28,0.04988691536939769
1997-10-29,-0.0029223137632989225
1997-10-30,-0.016984872949444493
1997-10-31,0.012033365809406381
1997-11-03,0.02629614599486132
1997-11-04,0.0018832504901014336
1997-11-05,0.0021236840924791986
1997-11-06,-0.005029791037180466
1997-11-07,-0.011278376046065257
1997-11-10,-0.006902404105233085
1997-11-11,0.0028727972502864
1997-11-12,-0.019478800557133198
1997-11-13,0.011741420730289841
1997-11-14,0.012672190613441665
1997-11-17,0.019045185543017304
1997-11-18,-0.008458875407656602
1997-11-19,0.006755898654660725
1997-11-20,0.015119199896762395
1997-11-21,0.004276694017896468
1997-11-24,-0.017196347704706606
1997-11-25,0.004374232330711763
1997-11-26,0.0008620495206509959
1997-11-28,0.0039432991031434425
1997-12-01,0.02007143926092941
1997-12-02,-0.003175041158971682
1997-12-03,0.005224705178314842
1997-12-04,-0.003764403050906429
1997-12-05,0.010925610568273961
1997-12-08,-0.0014444228103859416
1997-12-09,-0.006730833304406846
1997-12-10,-0.006157650635921362
1997-12-11,-0.015431016718053893
1997-12-12,-0.0016244445352040005
1997-12-15,0.010434260139550431
1997-12-16,0.004815056595956078
1997-12-17,-0.0025858784740171057
1997-12-18,-0.010662093067033723
1997-12-19,-0.00895862992271062
1997-12-22,0.007282384809487608
1997-12-23,-0.01539524940519187
1997-12-24,-0.006870301158669169
1997-12-26,0.004023213388443135
1997-12-29,0.017875239692640765
1997-12-30,0.018179631895409058
1997-12-31,-0.0004224391060077132
1998-01-02,0.004739208571064881
1998-01-05,0.0020798316118280343
1998-01-06,-0.010794219078528445
1998-01-07,-0.0026727911849648545
1998-01-08,-0.008281094439770587
1998-01-09,-0.03011257228471355
1998-01-12,0.012341491885370218
1998-01-13,0.013651952368056703
1998-01-14,0.006094075938435208
1998-01-15,-0.007555058058430928
1998-01-16,0.011274885527825091
1998-01-20,0.017617978359756502
1998-01-21,-0.00799218183963488
1998-01-22,-0.00803584708391218
1998-01-23,-0.005675185523040232
1998-01-26,-0.0006685832202199578
1998-01-27,0.01253411542805462
1998-01-28,0.008672121117151637
1998-01-29,0.008181576712973662
1998-01-30,-0.00530069447043768
1998-02-02,0.021186217692749105
1998-02-03,0.0047128579389261625
1998-02-04,0.0008942565086442766
1998-02-05,-0.0033426011332007687
1998-02-06,0.008849307694583418
1998-02-09,-0.0017003085629643956
1998-02-10,0.008148851133957847
1998-02-11,0.0009808634251706892
1998-02-12,0.004040809581580078
1998-02-13,-0.003962365300958221
1998-02-17,0.002613979864014611
1998-02-18,0.009071275967001708
1998-02-19,-0.0036886088773410925
1998-02-20,0.00575028049443603
1998-02-23,0.0037928520458665013
1998-02-24,-0.007328263845672457
1998-02-25,0.01190291688214699
1998-02-26,0.005517418953412401
1998-02-27,0.0006386260262345837
1998-03-02,-0.0015641237627421164
1998-03-03,0.004114905335404069
1998-03-04,-0.004468117592429905
1998-03-05,-0.011794244610813832
1998-03-06,0.019744744173981237
1998-03-09,-0.0032067226838683573
1998-03-10,0.011282522332134021
1998-03-11,0.00395736549421908
1998-03-12,0.001356229176643255
1998-03-13,-0.001225195568620138
1998-03-16,0.009926179937639227
1998-03-17,0.0010926710629408655
1998-03-18,0.0046815770191421914
1998-03-19,0.0038799738681362206
1998-03-20,0.008607156101883295
1998-03-23,-0.003289717977048806
1998-03-24,0.00917685456139558
1998-03-25,-0.003370182817809413
1998-03-26,-0.0010260040307599897
1998-03-27,-0.004881177000827122
1998-03-30,-0.0016810714499467347
1998-03-31,0.007424840636846992
1998-04-01,0.005792155514955983
1998-04-02,0.010645642302887023
1998-04-03,0.0023988324330992327
1998-04-06,-0.0011763809375160048
1998-04-07,-0.010605502326394822
1998-04-08,-0.007145493637570137
1998-04-09,0.008154398309530849
1998-04-13,-0.0008828321616184624
1998-04-14,0.005446180289909131
1998-04-15,0.003194485551428072
1998-04-16,-0.010011264264058753
1998-04-17,0.013044240612677954
1998-04-20,0.000828050380036505
1998-04-21,0.0026840815995956024
1998-04-22,0.003429010829171299
1998-04-23,-0.009741853510779329
1998-04-24,-0.010487222144482637
1998-04-27,-0.01946798213038632
1998-04-28,-0.0013170206078954817
1998-04-29,0.008725915772180173
1998-04-30,0.0155280837939391
1998-05-01,0.008285793681353992
1998-05-04,0.0009540017884692049
1998-05-05,-0.005872410988041952
1998-05-06,-0.009529760959262478
1998-05-07,-0.008890751578197567
1998-05-08,0.011800724999688926
1998-05-11,-0.0013545365313975715
1998-05-12,0.008234298397073975
1998-05-13,0.0027475874851409805
1998-05-14,-0.0013325914310087373
1998-05-15,-0.007762506740858484
1998-05-18,-0.0026281058913857646
1998-05-19,0.003340414329032
1998-05-20,0.008561592585789965
1998-05-21,-0.003957603590011062
1998-05-22,-0.0037481732181996715
1998-05-26,-0.014924319525785884
1998-05-27,-0.0016375432475757826
1998-05-28,0.004904495772857762
1998-05-29,-0.006196297997339911
1998-06-01,0.0001466992257281133
1998-06-02,0.0020510860450004896
1998-06-03,-0.00964183160127856
1998-06-04,0.011113448516807012
1998-06-05,0.017232387271670615
1998-06-08,0.001668462956883105
1998-06-09,0.0024081541993551826
1998-06-10,-0.005496075330094198
1998-06-11,-0.016041301135142193
1998-06-12,0.0038843589223179474
1998-06-15,-0.020066354570696582
1998-06-16,0.009775515500526777
1998-06-17,0.01778879546887592
1998-06-18,-0.0006686215989957556
1998-06-19,-0.005183445061270838
1998-06-22,0.002323140028658476
1998-06-23,0.014649139146961889
1998-06-24,0.011889851508435812
1998-06-25,-0.0031827797950183543
1998-06-26,0.0034651584377786405
1998-06-29,0.004657368532823928
1998-06-30,-0.004092742686897182
1998-07-01,0.012898963120825467
1998-07-02,-0.0018649532223189887
1998-07-06,0.009471508340276522
1998-07-07,-0.002309632025351893
1998-07-08,0.010098981590267059
1998-07-09,-0.006727034302131389
1998-07-10,0.004967871307879596
1998-07-13,0.0007383370209181545
1998-07-14,0.010577334272467232
1998-07-15,-0.0023549655659237927
1998-07-16,0.007783599963787977
1998-07-17,0.0023283962171533664
1998-07-20,-0.0022355067127603767
1998-07-21,-0.01620184678807794
1998-07-22,-0.0008500872296770082
1998-07-23,-0.02112209760736143
1998-07-24,0.0009208733681321666
1998-07-27,0.005655410677353717
1998-07-28,-0.014955233243861669
1998-07-29,-0.004460340725784639
1998-07-30,0.015642946415527825
1998-07-31,-0.019685836655474888
1998-08-03,-0.007371011599113052
1998-08-04,-0.036917756220275606
1998-08-05,0.008646296935803177
1998-08-06,0.007553904491176193
1998-08-07,-0.00016525663580809592
1998-08-10,-0.005808693186120947
1998-08-11,-0.013159339209899252
1998-08-12,0.014155902910775352
1998-08-13,-0.008623838491523228
1998-08-14,-0.011377080685558181
1998-08-17,0.019493580921088514
1998-08-18,0.016046980767630517
1998-08-19,-0.002855410181218909
1998-08-20,-0.005900552277609009
1998-08-21,-0.009535965852258512
1998-08-24,0.006361308453742267
1998-08-25,0.004319110386110654
1998-08-26,-0.007955830107005095
1998-08-27,-0.039125141250913695
1998-08-28,-0.014929713822340856
1998-08-31,-0.07043757403011401
1998-09-01,0.03790279144574931
1998-09-02,-0.0038090972982994537
1998-09-03,-0.00833360535715997
1998-09-04,-0.008557673075362385
1998-09-08,0.04964596826288974
1998-09-09,-0.017008194034796507
1998-09-10,-0.026189717274469636
1998-09-11,0.02902804806824876
1998-09-14,0.020267690172915884
1998-09-15,0.007700611637287364
1998-09-16,0.0074885876080292325
1998-09-17,-0.025781926164172173
1998-09-18,0.0011967197696258795
1998-09-21,0.0037182282544642726
1998-09-22,0.0055904058679012445
1998-09-23,0.0347981987396677
1998-09-24,-0.0221650623810495
1998-09-25,0.001944966840543727
1998-09-28,0.003764087978064852
1998-09-29,0.0003147033039559003
1998-09-30,-0.03098945416584644
1998-10-01,-0.030570409670001148
1998-10-02,0.016300051704454165
1998-10-05,-0.0141025441523763
1998-10-06,-0.0040239981866579165
1998-10-07,-0.014228488867207819
1998-10-08,-0.011647065804328654
1998-10-09,0.025672391405781425
1998-10-12,0.013440500071478956
1998-10-13,-0.0029209752869318747
1998-10-14,0.010728374147504967
1998-10-15,0.04088202208254856
1998-10-16,0.008489058176278104
1998-10-19,0.005635225750718464
1998-10-20,0.0014485489317478146
1998-10-21,0.005614270631916419
1998-10-22,0.007968703893705601
1998-10-23,-0.007267962509418431
1998-10-26,0.0015398136969985575
1998-10-27,-0.006530510523017555
1998-10-28,0.0025780096944241875
1998-10-29,0.016564837523497432
1998-10-30,0.011663585180564215
1998-11-02,0.011699999569478037
1998-11-03,-0.0006839418074625822
1998-11-04,0.007024063837972138
1998-11-05,0.013478380938426007
1998-11-06,0.0062949437500265035
1998-11-09,-0.009519278631659366
1998-11-10,-0.001717933385506076
1998-11-11,-0.00648227584818957
1998-11-12,-0.0029303527760136546
1998-11-13,0.0071588019178996905
1998-11-16,0.008976067913417509
1998-11-17,0.003032673231557144
1998-11-18,0.004518822248639333
1998-11-19,0.0070785549983248255
1998-11-20,0.00944679527698625
1998-11-23,0.020972221532937575
1998-11-24,-0.004402816500464433
1998-11-25,0.0032744620978557614
1998-11-27,0.004589753391424127
1998-11-30,-0.024364905550952522
1998-12-01,0.009962008449167538
1998-12-02,-0.003434887437109873
1998-12-03,-0.01818786773828685
1998-12-04,0.022864208150188234
1998-12-07,0.009270727704163439
1998-12-08,-0.005335371872925541
1998-12-09,0.0017844413568686257
1998-12-10,-0.01572942115348899
1998-12-11,0.0012352167733769735
1998-12-14,-0.021893190219833845
1998-12-15,0.018776353801127497
1998-12-16,-0.0007656798144983644
1998-12-17,0.015406501072018963
1998-12-18,0.006799025177707198
1998-12-21,0.012388901093156922
1998-12-22,0.0006066967123660532
1998-12-23,0.02053440866502617
1998-12-24,-0.0018494466977959478
1998-12-28,-0.0006363015303995157
1998-12-29,0.013229283877657235
1998-12-30,-0.00798795101261078
1998-12-31,-0.0021941477091558708
1999-01-04,-0.0009197014504947499
1999-01-05,0.013490591255994359
1999-01-06,0.021898866924011592
1999-01-07,-0.002053433873820682
1999-01-08,0.004212473487898209
1999-01-11,-0.008830379176363489
1999-01-12,-0.019470210263938685
1999-01-13,-0.004131106263548749
1999-01-14,-0.018156449144760296
1999-01-15,0.025308377169628533
1999-01-19,0.007005302808144316
1999-01-20,0.0036833002601853186
1999-01-21,-0.017225028921485926
1999-01-22,-0.008104657830393575
1999-01-25,0.007148815882362021
1999-01-26,0.014745190582961525
1999-01-27,-0.007325288236186818
1999-01-28,0.017699961257013532
1999-01-29,0.011214234148275623
1999-02-01,-0.005202480245369034
1999-02-02,-0.00868648715618645
1999-02-03,0.007955620207956756
1999-02-04,-0.018710639354908742
1999-02-05,-0.00730740202796962
1999-02-08,0.0035196942224907215
1999-02-09,-0.02246518492583559
1999-02-10,0.006074588798675335
1999-02-11,0.02461386143846869
1999-02-12,-0.01925051195228341
1999-02-16,0.009498445388233747
1999-02-17,-0.014469586685446883
1999-02-18,0.010766728028575919
1999-02-19,0.001566680236662038
1999-02-22,0.02621840747563431
1999-02-23,-0.000754888065430078
1999-02-24,-0.014077780858909051
1999-02-25,-0.006716254612827944
1999-02-26,-0.005387947511782114
1999-03-01,-0.0017538340747184575
1999-03-02,-0.008660904159638369
1999-03-03,0.0017935364465930196
1999-03-04,0.015309483472933533
1999-03-05,0.02286277125993248
1999-03-08,0.0056758888239537165
1999-03-09,-0.0022555605772878184
1999-03-10,0.005454530788181005
1999-03-11,0.008388521949356046
1999-03-12,-0.0023840798458280715
1999-03-15,0.009739334869484768
1999-03-16,-0.0006733941255370548
1999-03-17,-0.006574064652108874
1999-03-18,0.01432882341633394
1999-03-19,-0.013196724322540323
1999-03-22,-0.0017563685553442677
1999-03-23,-0.027252918338161458
1999-03-24,0.005097315942202638
1999-03-25,0.016728438297045976
1999-03-26,-0.005589231934668773
1999-03-29,0.021111706427016097
1999-03-30,-0.007215912139310645
1999-03-31,-0.011116726708976845
1999-04-01,0.00569747223213796
1999-04-05,0.020958091279580027
1999-04-06,-0.0024478740661519425
1999-04-07,0.006805885283716106
1999-04-08,0.012797477296876645
1999-04-09,0.0032462580933017085
1999-04-12,0.007595238080975959
1999-04-13,-0.006505632243595896
1999-04-14,-0.015965933063986384
1999-04-15,-0.004216795807645577
1999-04-16,-0.0029146078293303093
1999-04-19,-0.022634852550357645
1999-04-20,0.012860203295938252
1999-04-21,0.022670663304898607
1999-04-22,0.01684674875227101
1999-04-23,-0.001450817739520779
1999-04-26,0.0023483210033231894
1999-04-27,0.0020273028322104576
1999-04-28,-0.008762977894182676
1999-04-29,-0.005999170215246042
1999-04-30,-0.005713140073082221
1999-05-03,0.014462203465727276
1999-05-04,-0.016846785798959794
1999-05-05,0.011428483375267562
1999-05-06,-0.011390909885870973
1999-05-07,0.00967486744620845
1999-05-10,-0.003500507120746083
1999-05-11,0.011358020792021698
1999-05-12,0.0061700326961923345
1999-05-13,0.002606613461245054
1999-05-14,-0.022001662681522823
1999-05-17,0.0012624270109211854
1999-05-18,-0.004616905093740054
1999-05-19,0.00814931176424019
1999-05-20,-0.00402527847542653
1999-05-21,-0.006399072465026039
1999-05-24,-0.01793036430661807
1999-05-25,-0.01717492639397584
1999-05-26,0.0157274210587678
1999-05-27,-0.018058062469890036
1999-05-28,0.01581756128506971
1999-06-01,-0.005839511317436866
1999-06-02,0.0004249006955219619
1999-06-03,0.003646374260635243
1999-06-04,0.021475394566336188
1999-06-07,0.005085910951654291
1999-06-08,-0.012964763781468821
1999-06-09,0.0009939860591529955
1999-06-10,-0.012069808923772248
1999-06-11,-0.007071143040316779
1999-06-14,0.00027823449308790306
1999-06-15,0.005518004479872165
1999-06-16,0.022230990537223876
1999-06-17,0.007107811437429541
1999-06-18,0.0021917461951940663
1999-06-21,0.004576828497190345
1999-06-22,-0.009773322849408237
1999-06-23,-0.0021131589854796106
1999-06-24,-0.013047427449105758
1999-06-25,-0.00035724410219643745
1999-06-28,0.012121022848068482
1999-06-29,0.014984607301878332
1999-06-30,0.015608805716027468
1999-07-01,0.005992021497325137
1999-07-02,0.007402157771673241
1999-07-06,-0.00223072881299571
1999-07-07,0.005560392122590638
1999-07-08,-0.0010321125614323604
1999-07-09,0.006333784708249962
1999-07-12,-0.002983219123544768
1999-07-13,-0.0039674891976497475
1999-07-14,0.003302604028617143
1999-07-15,0.008155890919213113
1999-07-16,0.006477206990358061
1999-07-19,-0.00787570341458358
1999-07-20,-0.021941843610886545
1999-07-21,0.0015890813170722467
1999-07-22,-0.013371243055213193
1999-07-23,-0.0029655377703272125
1999-07-26,-0.006788159172238884
1999-07-27,0.011126770288036592
1999-07-28,0.0018767112528959835
1999-07-29,-0.018009446622056797
1999-07-30,-0.009221946500845854
1999-08-02,-0.000504313044993483
1999-08-03,-0.004429807593360042
1999-08-04,-0.01282608141661868
1999-08-05,0.006399317113168053
1999-08-06,-0.010267819263870603
1999-08-09,-0.0019167857252884051
1999-08-10,-0.012693877071883328
1999-08-11,0.015871136398254986
1999-08-12,-0.0028999165765917776
1999-08-13,0.022485195038619177
1999-08-16,0.0023246381362684965
1999-08-17,0.01001157130932273
1999-08-18,-0.008457329722049935
1999-08-19,-0.006964262279942868
1999-08-20,0.009788830716663808
1999-08-23,0.01750988305564948
1999-08-24,0.002408493470498299
1999-08-25,0.013324865075027118
1999-08-26,-0.01441823136425021
1999-08-27,-0.01013925335881944
1999-08-30,-0.01814972576307983
1999-08-31,-0.002730257575912162
1999-09-01,0.008040769397952495
1999-09-02,-0.009025834048821436
1999-09-03,0.028495963076088388
1999-09-07,-0.005015384658162334
1999-09-08,-0.004675972904129752
1999-09-09,0.0026079193394704424
1999-09-10,0.0029637114729359547
1999-09-13,-0.005586524745354106
1999-09-14,-0.005849820587068314
1999-09-15,-0.013804494827150822
1999-09-16,0.0003868912980957951
1999-09-17,0.012766338892617893
1999-09-20,8.235672596535739e-05
1999-09-21,-0.021150171803399346
1999-09-22,0.0022383149337878534
1999-09-23,-0.023236016042540768
1999-09-24,-0.002384929255194203
1999-09-27,0.0046472867248419005
1999-09-28,-0.0008654088169075608
1999-09-29,-0.01084470678167232
1999-09-30,0.011242389187544556
1999-10-01,7.803303465867048e-05
1999-10-04,0.01684343173599852
1999-10-05,-0.0024942932488228077
1999-10-06,0.018312150674930392
1999-10-07,-0.005872050327387419
1999-10-08,0.013852790916515574
1999-10-11,-0.0006065060848407402
1999-10-12,-0.016743464405215867
1999-10-13,-0.02115840887007189
1999-10-14,-0.0016582562614468354
1999-10-15,-0.028458994906730224
1999-10-18,0.0053726798395367335
1999-10-19,0.005716640065512697
1999-10-20,0.022041552856145463
1999-10-21,-0.004523892513873539
1999-10-22,0.013956299800217198
1999-10-25,-0.006180485319522144
1999-10-26,-0.00910104399184748
1999-10-27,0.011479077413535573
1999-10-28,0.03465855271483592
1999-10-29,0.01514802348642516
1999-11-01,-0.006485040254345818
1999-11-02,-0.004722684947087761
1999-11-03,0.005320723819233024
1999-11-04,0.005674173198502997
1999-11-05,0.005554589386682232
1999-11-08,0.004935894269269814
1999-11-09,-0.00855493171153123
1999-11-10,0.005973517744238546
1999-11-11,0.005807807641558524
1999-11-12,0.01051314267961334
1999-11-15,-0.001196971170150344
1999-11-16,0.018249074190172368
1999-11-17,-0.006613032287464209
1999-11-18,0.010036570388234979
1999-11-19,-0.0020653350698020775
1999-11-22,-0.0007457481795089033
1999-11-23,-0.011537530577172479
1999-11-24,0.008817332783512611
1999-11-26,-0.0003246363055124513
1999-11-29,-0.006224268507305624
1999-11-30,-0.013530189129544474
1999-12-01,0.006323025202648502
1999-12-02,0.00806633249651218
1999-12-03,0.017070862849279885
1999-12-06,-0.006980346239651467
1999-12-07,-0.00999825600514854
1999-12-08,-0.0037610744257010596
1999-12-09,0.003008533937887188
1999-12-10,0.006321847247124261
1999-12-13,-0.0012852411880537888
1999-12-14,-0.008550981318123227
1999-12-15,0.00721459696666225
1999-12-16,0.0038487770588536726
1999-12-17,0.0015846133539836266
1999-12-20,-0.002071109732993282
1999-12-21,0.010759339419193435
1999-12-22,0.001881788088406253
1999-12-23,0.015346779945799811
1999-12-27,-0.0008506368397673723
1999-12-28,0.000384291398788228
1999-12-29,0.0039710346642033165
1999-12-30,0.0006899139182072102
1999-12-31,0.003258684246993932
2000-01-03,-0.009594994700275007
